index;name;serving_size;calories;total_fat;protein;carbohydrate;sugars;food_item;food_detail;detail1;food_key
259;Gravy, dry, chicken;100;381;9.7;11.27;62.09;0;Gravy; chicken; dry;Gravy dry
260;Fish, raw, tilefish;100;96;2.3;17.50;0.00;0;Fish; tilefish; raw;Fish raw
261;Ice creams, vanilla;100;207;11;3.50;23.60;21.22;Ice creams;; vanilla;Ice creams vanilla
262;SILK Plain, soymilk;100;41;1.7;2.88;3.29;2.47;SILK Plain;; soymilk;SILK Plain soymilk
263;Cabbage, raw, savoy;100;27;0.1;2.00;6.10;2.27;Cabbage; savoy; raw;Cabbage raw
264;Fish, raw, tilapia;100;96;1.7;20.08;0.00;0.00;Fish; tilapia; raw;Fish raw
265;Broccoli raab, raw;100;22;0.5;3.17;2.85;0.38;Broccoli raab;; raw;Broccoli raab raw
266;Corn grain, yellow;100;365;4.7;9.42;74.26;0.64;Corn grain;; yellow;Corn grain yellow
267;Turtle, raw, green;100;89;0.5;19.80;0.00;0.00;Turtle; green; raw;Turtle raw
268;Chicory roots, raw;100;72;0.2;1.40;17.51;8.73;Chicory roots;; raw;Chicory roots raw
269;Ice cream sandwich;100;237;8.6;4.29;37.14;18.57;Ice cream sandwich;;;Ice cream sandwich
270;Croutons, seasoned;100;465;18;10.80;63.50;4.41;Croutons;; seasoned;Croutons seasoned
271;Snacks, taro chips;100;498;25;2.30;68.10;3.82;Snacks;; taro chips;Snacks taro chips
272;Prickly pears, raw;100;41;0.5;0.73;9.57;0;Prickly pears;; raw;Prickly pears raw
273;Fish, raw, haddock;100;74;0.5;16.32;0.00;0.00;Fish; haddock; raw;Fish raw
274;Liver cheese, pork;100;304;26;15.20;2.10;0;Liver cheese;; pork;Liver cheese pork
275;Ground turkey, raw;100;148;7.7;19.66;0.00;0.00;Ground turkey;; raw;Ground turkey raw
276;Jams and preserves;100;278;0.1;0.37;68.86;48.50;Jams and preserves;;;Jams and preserves
277;Carrots, raw, baby;100;35;0.1;0.64;8.24;4.76;Carrots; baby; raw;Carrots raw
278;Oil, nutmeg butter;100;884;100;0.00;0.00;0.00;Oil;; nutmeg butter;Oil nutmeg butter
279;Semolina, enriched;100;360;1.1;12.68;72.83;0;Semolina;; enriched;Semolina enriched
280;Spices, anise seed;100;337;16;17.60;50.02;0;Spices;; anise seed;Spices anise seed
281;Snacks, corn cakes;100;387;2.4;8.10;83.40;23.47;Snacks;; corn cakes;Snacks corn cakes
282;Catsup, low sodium;100;101;0.1;1.04;27.40;21.27;Catsup;; low sodium;Catsup low sodium
283;Croissants, cheese;100;414;21;9.20;47.00;11.35;Croissants;; cheese;Croissants cheese
284;Milk, fluid, sheep;100;108;7;5.98;5.36;0;Milk; sheep; fluid;Milk fluid
285;Acerola juice, raw;100;23;0.3;0.40;4.80;4.50;Acerola juice;; raw;Acerola juice raw
286;Jute, raw, potherb;100;34;0.3;4.65;5.80;0;Jute; potherb; raw;Jute raw
287;Fast food, biscuit;100;370;19;7.08;42.82;3.88;Fast food;; biscuit;Fast food biscuit
288;Bagels, multigrain;100;241;1.2;9.90;47.47;8.66;Bagels;; multigrain;Bagels multigrain
289;Beef, dried, cured;100;153;1.9;31.10;2.76;2.70;Beef; cured; dried;Beef dried
290;Nuts, almond paste;100;458;28;9.00;47.81;36.25;Nuts;; almond paste;Nuts almond paste
291;Seaweed, raw, kelp;100;43;0.6;1.68;9.57;0.60;Seaweed; kelp; raw;Seaweed raw
292;Seaweed, raw, agar;100;26;0;0.54;6.75;0.28;Seaweed; agar; raw;Seaweed raw
293;Fish oil, menhaden;100;902;100;0.00;0.00;0;Fish oil;; menhaden;Fish oil menhaden
294;Rolls, egg, dinner;100;307;6.4;9.50;52.00;4.30;Rolls; dinner; egg;Rolls egg
295;Bread, white wheat;100;238;2.2;10.66;43.91;5.00;Bread;; white wheat;Bread white wheat
296;Onions, raw, sweet;100;32;0.1;0.80;7.55;5.02;Onions; sweet; raw;Onions raw
297;Onions, raw, welsh;100;34;0.4;1.90;6.50;2.18;Onions; welsh; raw;Onions raw
298;SILK Chai, soymilk;100;53;1.4;2.47;7.82;5.76;SILK Chai;; soymilk;SILK Chai soymilk
299;Rolls, rye, dinner;100;286;3.4;10.30;53.10;1.17;Rolls; dinner; rye;Rolls rye
300;Gravy, dry, au jus;100;313;9.6;9.20;47.49;0;Gravy; au jus; dry;Gravy dry
301;Cheese, neufchatel;100;253;23;9.15;3.59;3.19;Cheese;; neufchatel;Cheese neufchatel
302;Hummus, commercial;100;166;9.6;7.90;14.29;0;Hummus;; commercial;Hummus commercial
303;Croissants, butter;100;406;21;8.20;45.80;11.26;Croissants;; butter;Croissants butter
304;Carrot, dehydrated;100;341;1.5;8.10;79.57;38.82;Carrot;; dehydrated;Carrot dehydrated
305;Vinegar, distilled;100;18;0;0.00;0.04;0.04;Vinegar;; distilled;Vinegar distilled
306;Sapote, raw, mamey;100;124;0.5;1.45;32.10;20.14;Sapote; mamey; raw;Sapote raw
307;Soy flour, low-fat;100;372;8.9;49.81;30.63;9.33;Soy flour;; low-fat;Soy flour low-fat
308;Syrups, sugar free;100;52;0;0.80;12.13;0.01;Syrups;; sugar free;Syrups sugar free
309;Syrups, dark, corn;100;286;0;0.00;77.59;77.59;Syrups; corn; dark;Syrups dark
310;Taco shells, baked;100;476;22;6.41;63.49;1.50;Taco shells;; baked;Taco shells baked
311;Spices, cumin seed;100;375;22;17.81;44.24;2.25;Spices;; cumin seed;Spices cumin seed
312;Bamboo shoots, raw;100;27;0.3;2.60;5.20;3.00;Bamboo shoots;; raw;Bamboo shoots raw
313;Fish, raw, lingcod;100;85;1.1;17.66;0.00;0;Fish; lingcod; raw;Fish raw
314;Whey, dried, sweet;100;353;1.1;12.93;74.46;74.46;Whey; sweet; dried;Whey dried
315;Whey, fluid, sweet;100;27;0.4;0.85;5.14;5.14;Whey; sweet; fluid;Whey fluid
316;Spices, poppy seed;100;525;42;17.99;28.13;2.99;Spices;; poppy seed;Spices poppy seed
317;Babyfood, pretzels;100;397;2;10.80;82.20;3.08;Babyfood;; pretzels;Babyfood pretzels
318;Fat, mutton tallow;100;902;100;0.00;0.00;0.00;Fat;; mutton tallow;Fat mutton tallow
319;Coffeecake, cheese;100;339;15;7.00;44.30;0;Coffeecake;; cheese;Coffeecake cheese
320;Sauce, horseradish;100;503;51;1.09;10.05;8.98;Sauce;; horseradish;Sauce horseradish
321;Yardlong bean, raw;100;47;0.4;2.80;8.35;0;Yardlong bean;; raw;Yardlong bean raw
322;Cress, raw, garden;100;32;0.7;2.60;5.50;4.40;Cress; garden; raw;Cress raw
323;Dates, deglet noor;100;282;0.4;2.45;75.03;63.35;Dates;; deglet noor;Dates deglet noor
324;Lambsquarters, raw;100;43;0.8;4.20;7.30;0;Lambsquarters;; raw;Lambsquarters raw
325;Gravy, dry, turkey;100;367;7.2;10.42;65.12;0;Gravy; turkey; dry;Gravy dry
326;Vital wheat gluten;100;370;1.9;75.16;13.79;0.00;Vital wheat gluten;;;Vital wheat gluten
327;Turnip greens, raw;100;32;0.3;1.50;7.13;0.81;Turnip greens;; raw;Turnip greens raw
328;Sugars, granulated;100;387;0;0.00;99.98;99.80;Sugars;; granulated;Sugars granulated
329;Frankfurter, pork;100;269;24;12.81;0.28;0.00;Frankfurter;; pork;Frankfurter pork
330;Pomegranates, raw;100;83;1.2;1.67;18.70;13.67;Pomegranates;; raw;Pomegranates raw
331;Pears, raw, asian;100;42;0.2;0.50;10.65;7.05;Pears; asian; raw;Pears raw
332;Cookies, molasses;100;430;13;5.60;73.80;17.60;Cookies;; molasses;Cookies molasses
333;Cookies, fig bars;100;348;7.3;3.70;70.90;46.36;Cookies;; fig bars;Cookies fig bars
334;Liverwurst spread;100;305;25;12.38;5.89;1.65;Liverwurst spread;;;Liverwurst spread
335;Roast beef spread;100;223;16;15.27;3.73;0.71;Roast beef spread;;;Roast beef spread
336;Chard, raw, swiss;100;19;0.2;1.80;3.74;1.10;Chard; swiss; raw;Chard raw
337;Goose, raw, liver;100;133;4.3;16.37;6.32;0;Goose; liver; raw;Goose raw
338;TACO BELL, Nachos;100;350;22;4.32;34.91;2.17;TACO BELL;; Nachos;TACO BELL Nachos
339;Sausage, meatless;100;255;18;20.28;8.09;0.00;Sausage;; meatless;Sausage meatless
340;Frankfurter, meat;100;290;26;10.26;4.17;0;Frankfurter;; meat;Frankfurter meat
341;Rice flour, brown;100;363;2.8;7.23;76.48;0.66;Rice flour;; brown;Rice flour brown
342;Peppermint, fresh;100;70;0.9;3.75;14.89;0;Peppermint;; fresh;Peppermint fresh
343;Vinegar, red wine;100;19;0;0.04;0.27;0.00;Vinegar;; red wine;Vinegar red wine
344;Vinegar, balsamic;100;88;0;0.49;17.03;14.95;Vinegar;; balsamic;Vinegar balsamic
345;Luxury loaf, pork;100;141;4.8;18.40;4.90;0;Luxury loaf;; pork;Luxury loaf pork
346;Rye flour, medium;100;349;1.5;10.88;75.43;1.10;Rye flour;; medium;Rye flour medium
347;DENNY'S, coleslaw;100;183;15;0.97;10.88;8.16;DENNY'S;; coleslaw;DENNY'S coleslaw
348;Bread, wheat bran;100;248;3.4;8.80;47.80;9.68;Bread;; wheat bran;Bread wheat bran
349;Croissants, apple;100;254;8.7;7.40;37.10;0;Croissants;; apple;Croissants apple
350;Candies, Tamarind;100;368;0;0.00;91.96;78.57;Candies;; Tamarind;Candies Tamarind
351;Oheloberries, raw;100;28;0.2;0.38;6.84;0;Oheloberries;; raw;Oheloberries raw
352;PACE, Salsa Verde;100;47;1.6;0.00;6.25;6.25;PACE;; Salsa Verde;PACE Salsa Verde
353;Barley malt flour;100;361;1.8;10.28;78.30;0.80;Barley malt flour;;;Barley malt flour
354;Rice noodles, dry;100;364;0.6;5.95;80.18;0.12;Rice noodles;; dry;Rice noodles dry
355;Fish oil, sardine;100;902;100;0.00;0.00;0;Fish oil;; sardine;Fish oil sardine
356;Fish oil, herring;100;902;100;0.00;0.00;0;Fish oil;; herring;Fish oil herring
357;Plantains, cooked;100;116;0.2;0.79;31.15;14.00;Plantains;; cooked;Plantains cooked
358;Burdock root, raw;100;72;0.2;1.53;17.34;2.90;Burdock root;; raw;Burdock root raw
359;Butterbur, canned;100;3;0.1;0.11;0.38;0;Butterbur;; canned;Butterbur canned
360;Ostrich, raw, fan;100;117;2.7;21.81;0.00;0.00;Ostrich; fan; raw;Ostrich raw
361;SILK Nog, soymilk;100;74;1.6;2.46;12.30;9.84;SILK Nog;; soymilk;SILK Nog soymilk
362;Gravy, dry, brown;100;367;9.6;10.74;59.38;0;Gravy; brown; dry;Gravy dry
363;Cheese, provolone;100;351;27;25.58;2.14;0.56;Cheese;; provolone;Cheese provolone
364;Cheese, roquefort;100;369;31;21.54;2.00;0;Cheese;; roquefort;Cheese roquefort
365;Muffins, oat bran;100;270;7.4;7.00;48.30;8.22;Muffins;; oat bran;Muffins oat bran
366;Syrups, grenadine;100;268;0;0.00;66.91;46.55;Syrups;; grenadine;Syrups grenadine
367;Raisins, seedless;100;299;0.5;3.07;79.18;59.19;Raisins;; seedless;Raisins seedless
368;Strawberries, raw;100;32;0.3;0.67;7.68;4.89;Strawberries;; raw;Strawberries raw
369;Fish, raw, burbot;100;90;0.8;19.31;0.00;0;Fish; burbot; raw;Fish raw
370;Wheat germ, crude;100;360;9.7;23.15;51.80;0;Wheat germ;; crude;Wheat germ crude
371;Wheat, hard white;100;342;1.7;11.31;75.90;0.41;Wheat;; hard white;Wheat hard white
372;Wheat bran, crude;100;216;4.3;15.55;64.51;0.41;Wheat bran;; crude;Wheat bran crude
373;Gooseberries, raw;100;44;0.6;0.88;10.18;0;Gooseberries;; raw;Gooseberries raw
374;Spices, dill seed;100;305;15;15.98;55.17;0;Spices;; dill seed;Spices dill seed
375;Oil, cocoa butter;100;884;100;0.00;0.00;0.00;Oil;; cocoa butter;Oil cocoa butter
376;APPLEBEE'S, chili;100;157;9.8;12.56;4.57;2.27;APPLEBEE'S;; chili;APPLEBEE'S chili
377;Grape leaves, raw;100;93;2.1;5.60;17.31;6.30;Grape leaves;; raw;Grape leaves raw
378;Kale, raw, scotch;100;42;0.6;2.80;8.32;0;Kale; scotch; raw;Kale raw
379;Marmalade, orange;100;246;0;0.30;66.30;60.00;Marmalade;; orange;Marmalade orange
380;Whey, dried, acid;100;339;0.5;11.73;73.45;73.45;Whey; acid; dried;Whey dried
381;Whey, fluid, acid;100;24;0.1;0.76;5.12;5.12;Whey; acid; fluid;Whey fluid
382;Eggplant, pickled;100;49;0.7;0.90;9.77;4.80;Eggplant;; pickled;Eggplant pickled
383;Babyfood, cookies;100;433;13;11.80;67.10;24.20;Babyfood;; cookies;Babyfood cookies
384;Fennel, raw, bulb;100;31;0.2;1.24;7.30;3.93;Fennel; bulb; raw;Fennel raw
385;Egg, dried, whole;100;592;44;48.05;1.13;0.56;Egg; whole; dried;Egg dried
386;Coffeecake, fruit;100;311;10;5.20;51.50;0;Coffeecake;; fruit;Coffeecake fruit
387;Candies, caramels;100;382;8.1;4.60;77.00;65.50;Candies;; caramels;Candies caramels
388;Sour cream, light;100;136;11;3.50;7.10;0.22;Sour cream;; light;Sour cream light
389;Egg, dried, white;100;382;0;81.10;7.80;5.40;Egg; white; dried;Egg dried
390;Wild rice, cooked;100;101;0.3;3.99;21.34;0.73;Wild rice;; cooked;Wild rice cooked
391;Chicken, meatless;100;224;13;23.64;3.64;0.00;Chicken;; meatless;Chicken meatless
392;Corn grain, white;100;365;4.7;9.42;74.26;0;Corn grain;; white;Corn grain white
393;Veal, raw, ground;100;197;13;18.58;0.00;0.00;Veal; ground; raw;Veal raw
394;Wheat, soft white;100;340;2;10.69;75.36;0.41;Wheat;; soft white;Wheat soft white
395;Elderberries, raw;100;73;0.5;0.66;18.40;0;Elderberries;; raw;Elderberries raw
396;Nuts, raw, acorns;100;387;24;6.15;40.75;0;Nuts; acorns; raw;Nuts raw
397;Orange juice, raw;100;45;0.2;0.70;10.40;8.40;Orange juice;; raw;Orange juice raw
398;POPEYES, Coleslaw;100;161;11;0.98;14.12;10.83;POPEYES;; Coleslaw;POPEYES Coleslaw
399;Cabbage, raw, red;100;31;0.2;1.43;7.37;3.83;Cabbage; red; raw;Cabbage raw
400;Blackberries, raw;100;43;0.5;1.39;9.61;4.88;Blackberries;; raw;Blackberries raw
401;Wasabi, raw, root;100;109;0.6;4.80;23.54;0;Wasabi; root; raw;Wasabi raw
402;Cheese, limburger;100;327;27;20.05;0.49;0.49;Cheese;; limburger;Cheese limburger
403;Raspberries, raw;100;52;0.7;1.20;11.94;4.42;Raspberries;; raw;Raspberries raw
404;Corn bran, crude;100;224;0.9;8.36;85.64;0.00;Corn bran;; crude;Corn bran crude
405;Bread, rice bran;100;243;4.6;8.90;43.50;4.67;Bread;; rice bran;Bread rice bran
406;Taro shoots, raw;100;11;0.1;0.92;2.32;0;Taro shoots;; raw;Taro shoots raw
407;Sugars, powdered;100;389;0;0.00;99.77;97.81;Sugars;; powdered;Sugars powdered
408;Emu, raw, ground;100;134;4;22.77;0.00;0.00;Emu; ground; raw;Emu raw
409;Cookies, fortune;100;378;2.7;4.20;84.00;45.42;Cookies;; fortune;Cookies fortune
410;Fish, raw, cisco;100;98;1.9;18.99;0.00;0;Fish; cisco; raw;Fish raw
411;Couscous, cooked;100;112;0.2;3.79;23.22;0.10;Couscous;; cooked;Couscous cooked
412;Dill weed, fresh;100;43;1.1;3.46;7.02;0;Dill weed;; fresh;Dill weed fresh
413;Spearmint, dried;100;285;6;19.93;52.04;0;Spearmint;; dried;Spearmint dried
414;Spearmint, fresh;100;44;0.7;3.29;8.41;0;Spearmint;; fresh;Spearmint fresh
415;Tamales (Navajo);100;153;6.1;6.28;18.12;0.99;Tamales (Navajo);;;Tamales (Navajo)
416;Rice bran, crude;100;316;21;13.35;49.69;0.90;Rice bran;; crude;Rice bran crude
417;Rye flour, light;100;357;1.3;9.82;76.68;0.93;Rye flour;; light;Rye flour light
418;Spices, bay leaf;100;313;8.4;7.61;74.97;0;Spices;; bay leaf;Spices bay leaf
419;Spices, cardamom;100;311;6.7;10.76;68.47;0;Spices;; cardamom;Spices cardamom
420;Lemon juice, raw;100;22;0.2;0.35;6.90;2.52;Lemon juice;; raw;Lemon juice raw
421;Ginger root, raw;100;80;0.8;1.82;17.77;1.70;Ginger root;; raw;Ginger root raw
422;Fish oil, salmon;100;902;100;0.00;0.00;0;Fish oil;; salmon;Fish oil salmon
423;Fish, tuna salad;100;187;9.3;16.04;9.41;0;Fish;; tuna salad;Fish tuna salad
424;Orange peel, raw;100;97;0.2;1.50;25.00;0;Orange peel;; raw;Orange peel raw
425;Blueberries, raw;100;57;0.3;0.74;14.49;9.96;Blueberries;; raw;Blueberries raw
426;Cheese, muenster;100;368;30;23.41;1.12;1.12;Cheese;; muenster;Cheese muenster
427;Beet greens, raw;100;22;0.1;2.20;4.33;0.50;Beet greens;; raw;Beet greens raw
428;Cheese, cheshire;100;387;31;23.37;4.78;0;Cheese;; cheshire;Cheese cheshire
429;Bagels, oat bran;100;255;1.2;10.70;53.30;1.63;Bagels;; oat bran;Bagels oat bran
430;Fat, beef tallow;100;902;100;0.00;0.00;0.00;Fat;; beef tallow;Fat beef tallow
431;Clementines, raw;100;47;0.2;0.85;12.02;9.18;Clementines;; raw;Clementines raw
432;Peas, raw, green;100;81;0.4;5.42;14.45;5.67;Peas; green; raw;Peas raw
433;Oat bran, cooked;100;40;0.9;3.21;11.44;0;Oat bran;; cooked;Oat bran cooked
434;Pears, bosc, raw;100;67;0.1;0.36;16.10;10.23;Pears; raw; bosc;Pears bosc
435;Sugar, turbinado;100;399;0;0.00;99.80;99.19;Sugar;; turbinado;Sugar turbinado
436;Headcheese, pork;100;157;11;13.83;0.00;0.00;Headcheese;; pork;Headcheese pork
437;Ham salad spread;100;216;16;8.68;10.64;0.00;Ham salad spread;;;Ham salad spread
438;Olive loaf, pork;100;235;17;11.80;9.20;0.00;Olive loaf;; pork;Olive loaf pork
439;Pastrami, turkey;100;139;6.2;16.30;3.34;3.34;Pastrami;; turkey;Pastrami turkey
440;Cranberries, raw;100;46;0.1;0.46;11.97;4.27;Cranberries;; raw;Cranberries raw
441;POPEYES, biscuit;100;401;24;6.00;40.95;3.46;POPEYES;; biscuit;POPEYES biscuit
442;Egg, dried, yolk;100;669;59;33.63;0.66;0.23;Egg; yolk; dried;Egg dried
443;Quinoa, uncooked;100;368;6.1;14.12;64.16;0;Quinoa;; uncooked;Quinoa uncooked
444;Emu, raw, oyster;100;141;4.9;22.81;0.00;0.00;Emu; oyster; raw;Emu raw
445;Rose-apples, raw;100;25;0.3;0.60;5.70;0;Rose-apples;; raw;Rose-apples raw
446;Cheese, monterey;100;373;30;24.48;0.68;0.50;Cheese;; monterey;Cheese monterey
447;Fish, raw, scup;100;105;2.7;18.88;0.00;0.00;Fish; scup; raw;Fish raw
448;Cheese, cheddar;100;404;33;22.87;3.09;0.48;Cheese;; cheddar;Cheese cheddar
449;Cheese, caraway;100;376;29;25.18;3.06;0;Cheese;; caraway;Cheese caraway
450;Oil, wheat germ;100;884;100;0.00;0.00;0.00;Oil;; wheat germ;Oil wheat germ
451;Bread, oat bran;100;236;4.4;10.40;39.80;7.70;Bread;; oat bran;Bread oat bran
452;Watermelon, raw;100;30;0.2;0.61;7.55;6.20;Watermelon;; raw;Watermelon raw
453;Potato pancakes;100;268;15;6.08;27.81;1.79;Potato pancakes;;;Potato pancakes
454;Spinach souffle;100;172;13;7.89;5.90;1.85;Spinach souffle;;;Spinach souffle
455;Bacon, meatless;100;309;30;11.69;5.31;0.00;Bacon;; meatless;Bacon meatless
456;Rosemary, fresh;100;131;5.9;3.31;20.70;0;Rosemary;; fresh;Rosemary fresh
457;Syrups, sorghum;100;290;0;0.00;74.90;74.90;Syrups;; sorghum;Syrups sorghum
458;Rye flour, dark;100;325;2.2;15.91;68.63;2.31;Rye flour;; dark;Rye flour dark
459;Oil, tomatoseed;100;884;100;0.00;0.00;0.00;Oil;; tomatoseed;Oil tomatoseed
460;Croutons, plain;100;407;6.6;11.90;73.50;0;Croutons;; plain;Croutons plain
461;Lemon peel, raw;100;47;0.3;1.50;16.00;4.17;Lemon peel;; raw;Lemon peel raw
462;Spices, paprika;100;282;13;14.14;53.99;10.34;Spices;; paprika;Spices paprika
463;Nectarines, raw;100;44;0.3;1.06;10.55;7.89;Nectarines;; raw;Nectarines raw
464;Mulberries, raw;100;43;0.4;1.44;9.80;8.10;Mulberries;; raw;Mulberries raw
465;Lotus root, raw;100;74;0.1;2.60;17.23;0;Lotus root;; raw;Lotus root raw
466;Sauce, barbecue;100;172;0.6;0.82;40.77;33.24;Sauce;; barbecue;Sauce barbecue
467;Fish, raw, spot;100;123;4.9;18.51;0.00;0;Fish; spot; raw;Fish raw
468;Crabapples, raw;100;76;0.3;0.40;19.95;0;Crabapples;; raw;Crabapples raw
469;Breadfruit, raw;100;103;0.2;1.07;27.12;11.00;Breadfruit;; raw;Breadfruit raw
470;Arrowroot flour;100;357;0.1;0.30;88.15;0;Arrowroot flour;;;Arrowroot flour
471;Pimento, canned;100;23;0.3;1.10;5.10;2.71;Pimento;; canned;Pimento canned
472;Tomatillos, raw;100;32;1;0.96;5.84;3.93;Tomatillos;; raw;Tomatillos raw
473;Raisins, seeded;100;296;0.5;2.52;78.47;0;Raisins;; seeded;Raisins seeded
474;Bologna, turkey;100;209;16;11.42;4.68;2.90;Bologna;; turkey;Bologna turkey
475;Vanilla extract;100;288;0.1;0.06;12.65;12.65;Vanilla extract;;;Vanilla extract
476;Fish, raw, carp;100;127;5.6;17.83;0.00;0.00;Fish; carp; raw;Fish raw
477;Wheat, sprouted;100;198;1.3;7.49;42.53;0;Wheat;; sprouted;Wheat sprouted
478;Fish, raw, cusk;100;87;0.7;18.99;0.00;0;Fish; cusk; raw;Fish raw
479;Watercress, raw;100;11;0.1;2.30;1.29;0.20;Watercress;; raw;Watercress raw
480;Fish, raw, ling;100;87;0.6;18.99;0.00;0;Fish; ling; raw;Fish raw
481;Bread, cinnamon;100;253;5.3;7.05;44.38;14.11;Bread;; cinnamon;Bread cinnamon
482;Spices, saffron;100;310;5.9;11.43;65.37;0;Spices;; saffron;Spices saffron
483;Lime juice, raw;100;25;0.1;0.42;8.42;1.69;Lime juice;; raw;Lime juice raw
484;Spelt, uncooked;100;338;2.4;14.57;70.19;6.82;Spelt;; uncooked;Spelt uncooked
485;Cabbage, kimchi;100;15;0.5;1.10;2.40;1.06;Cabbage;; kimchi;Cabbage kimchi
486;Seeds, flaxseed;100;534;42;18.29;28.88;1.55;Seeds;; flaxseed;Seeds flaxseed
487;Cheese, gruyere;100;413;32;29.81;0.36;0.36;Cheese;; gruyere;Cheese gruyere
488;Cheese, gjetost;100;466;30;9.65;42.65;0;Cheese;; gjetost;Cheese gjetost
489;Cheese, fontina;100;389;31;25.60;1.55;1.55;Cheese;; fontina;Cheese fontina
490;Butter, salted;100;717;81;0.85;0.06;0.06;Butter;; salted;Butter salted
491;Oil, rice bran;100;884;100;0.00;0.00;0.00;Oil;; rice bran;Oil rice bran
492;Crackers, milk;100;446;14;7.60;71.73;10.32;Crackers;; milk;Crackers milk
493;Dates, medjool;100;277;0.2;1.81;74.97;66.47;Dates;; medjool;Dates medjool
494;Arrowroot, raw;100;65;0.2;4.24;13.39;0;Arrowroot;; raw;Arrowroot raw
495;Bread, oatmeal;100;269;4.4;8.40;48.50;8.14;Bread;; oatmeal;Bread oatmeal
496;Bread, italian;100;271;3.5;8.80;50.10;3.17;Bread;; italian;Bread italian
497;Tamarinds, raw;100;239;0.6;2.80;62.50;38.80;Tamarinds;; raw;Tamarinds raw
498;Millet, puffed;100;354;3.4;13.00;80.00;0.55;Millet;; puffed;Millet puffed
499;Vinegar, cider;100;21;0;0.00;0.93;0.40;Vinegar;; cider;Vinegar cider
500;Scrapple, pork;100;213;14;8.06;14.06;0.20;Scrapple;; pork;Scrapple pork
501;Oil, poppyseed;100;884;100;0.00;0.00;0.00;Oil;; poppyseed;Oil poppyseed
502;Oil, grapeseed;100;884;100;0.00;0.00;0.00;Oil;; grapeseed;Oil grapeseed
503;Longans, dried;100;286;0.4;4.90;74.00;0;Longans;; dried;Longans dried
504;Pectin, liquid;100;11;0;0.00;2.10;0.00;Pectin;; liquid;Pectin liquid
505;Pretzels, soft;100;338;3.1;8.20;69.39;0.25;Pretzels;; soft;Pretzels soft
506;Quinoa, cooked;100;120;1.9;4.40;21.30;0.87;Quinoa;; cooked;Quinoa cooked
507;Plantains, raw;100;122;0.4;1.30;31.89;15.00;Plantains;; raw;Plantains raw
508;Parsley, fresh;100;36;0.8;2.97;6.33;0.85;Parsley;; fresh;Parsley fresh
509;Barley, hulled;100;354;2.3;12.48;73.48;0.80;Barley;; hulled;Barley hulled
510;Cheese, romano;100;387;27;31.80;3.63;0.73;Cheese;; romano;Cheese romano
511;Dulce de Leche;100;315;7.4;6.84;55.35;49.74;Dulce de Leche;;;Dulce de Leche
512;Radicchio, raw;100;23;0.3;1.43;4.48;0.60;Radicchio;; raw;Radicchio raw
513;Bulgur, cooked;100;83;0.2;3.08;18.58;0.10;Bulgur;; cooked;Bulgur cooked
514;Tempeh, cooked;100;195;11;19.91;7.62;0;Tempeh;; cooked;Tempeh cooked
515;Chicken spread;100;158;18;18.01;4.05;0.47;Chicken spread;;;Chicken spread
516;Millet, cooked;100;119;1;3.51;23.67;0.13;Millet;; cooked;Millet cooked
517;Capers, canned;100;23;0.9;2.36;4.89;0.41;Capers;; canned;Capers canned
518;Sapodilla, raw;100;83;1.1;0.44;19.96;0;Sapodilla;; raw;Sapodilla raw
519;Wild rice, raw;100;357;1.1;14.73;74.90;2.50;Wild rice;; raw;Wild rice raw
520;Arrowhead, raw;100;99;0.3;5.33;20.23;0;Arrowhead;; raw;Arrowhead raw
521;Frog legs, raw;100;73;0.3;16.40;0.00;0.00;Frog legs;; raw;Frog legs raw
522;Jackfruit, raw;100;95;0.6;1.72;23.25;19.08;Jackfruit;; raw;Jackfruit raw
523;Litchis, dried;100;277;1.2;3.80;70.70;66.10;Litchis;; dried;Litchis dried
524;Rutabagas, raw;100;37;0.2;1.08;8.62;4.46;Rutabagas;; raw;Rutabagas raw
525;Cornsalad, raw;100;21;0.4;2.00;3.60;0;Cornsalad;; raw;Cornsalad raw
